,text,gender,category
25456,coursing down her face. the misery of this domestic discord and unhappiness;,0,home
25457,that many of the men working with him had been less,1,work
25458,"<p>bereft him of his wife, home was merely a nursery and the perpetual",1,home
25459,"""do you mean that you pay him five hundred pounds a year?""",1,work
25460,"the power he possesses of providing for any exigency, or",1,achievement
25461,provokes my laughter and my scorn.  my power can extend wherever man,1,achievement
25462,"one man wished to dog another through london, what better ",1,achievement
25463,"as he sometimesdid in an evening after the business of the day was over,",1,work
25464,"heure - it was better than it used to be!  what, we asked him on",1,achievement
25465,"'not dolly.  give 'em to her mother, joe.  a great deal better give ",0,achievement
25466,"claws upon his short, powerful forearms.  with a scream of terror",1,achievement
25467,"necessary, therefore, to work up her raw materials herself. after",0,work
25468,him stop working altogether.,1,work
25469,"he was able to sit up, by the company of sophia, whom the squire",1,work
25470,it; and right bravely doth he work his magic and call upon his hellions,1,work
25471,"each individual hands over the whole of his power to the body politic, the",1,achievement
25472,"efforts to trace the suspicious character who was lost, he returned",1,achievement
25473,an adventure it now ranked with him; he pushed the whole business,1,work
25474,"try how he would, and knowing there was the devil's hand in it, he kneeled",1,achievement
25475,he knows how to plan out his time as well as any of,1,achievement
25476,"do his own business well, and must therefore have virtue, still",1,work
25477,debts and nothing at all to pay them with.  he says i must write,1,work
25478,one to her. i had no family; she had one; and this family was composed,0,home
25479,"their intrepid leader whispered back the intelligence, that he",1,achievement
25480,from the artful snares in which subtilty combined with power might enmesh him,1,achievement
25481,peace of mind. when newson came home at the end of one winter he saw that,1,home
25482,"he could not expect to produce many such works as his london, and",1,work
25483,power of medicine; he was reduced almost to a skeleton; the use of his,1,achievement
25484,"it was now in his power to dismiss his allies, and disband his army.",1,achievement
25485,another part of the town.  when she had formed her plan of going,0,achievement
25486,"raskolnikov tried to persuade her to go home, and even said, hoping to      ",0,achievement
25487,case it is certain that his industry is no longer making progress and consequently,1,work
25488,rich personality which makes his work individual and attractive,1,work
25489,aside to take a better view of my face.  he called his hinds,1,achievement
25490,"and i sent the money to his brother.' colonel creighton, who had succeeded",1,achievement
25491,"to pay for them. whatever remuneration was offered to her, she took it",0,work
25492,"pear from the seed of a wild pear, though he might succeed from a poor",1,achievement
25493,"did you ever,' he says, 'feel the avoirdupois power of gold--not the ",1,achievement
25494,"understanding that he on whom the lot fell, if he did not pay",1,work
25495,of some help and comfort to him when he comes home to-night.,1,home
25496,"that he could fetch me, nor any company that he could make up to me, i",1,work
25497,"""he's very well in matters of business, and with him business is",1,work
25498,than all but a few workingmen. she was of the labor aristocracy;,0,work
25499,"time,"" he said, ""you'll know better than to run through a mule",1,achievement
25500,"bear it, and this he tried to do.",1,achievement
25501,"    in conducting a foreign trade, his business was to establish",1,work
25502,pay three bob a week said he had a farm in the county down off a hop of,1,work
25503,several of whom necessarily goes to his work on his own,1,work
25504,"to himself, and he went doggedly about the ordinary business of life;",1,work
25505,"especially powerful in the ghosts of the men of ""wit"", donne, marvell --",1,achievement
25506,"with his bosses. why, the dues he pays would keep me in seventeen",1,work
25507,"christianize science, he was dealt with by the authorities of the",1,achievement
25508,"<p>brought up in this family as she has been, with all",0,home
25509,"again exerted so many efforts and which he supposed to be forever lost,",1,achievement
25510,"<p>she locked her door and opened her writing-desk.  knowing what she had to do, she tried to collect herself and do it.",0,achievement
25511,he would certainly have had to pay with his life for the ,1,work
25512,`if she had not been afraid of herself and of you. she knew you would try,0,achievement
25513,that afternoon she returned home greatly fa-,0,home
25514,"powerful help must be found somewhere, or he must relinquish his",1,achievement
25515,"with the utmost power of his lungs, ``saint george",1,achievement
25516,"mention of his power amongst women, and one or two girls' names were spoken",1,achievement
25517,man the enforced business of whose best years had been distasteful,1,work
25518,"acknowledges that men ought to pay such taxes as are by kings imposed,",1,work
25519,he hit upon some clue? would he come home in better humor? while these,1,home
25520,    the throned monarch better than his crown;,1,achievement
25521,continuing to turn around he succeeded in changing places,1,achievement
25522,"yoke, made an effort to rise, clutching at the flintlock pistols on his",1,achievement
25523,"""aye, so he were, and his father afore him. but work were rather slack",1,work
25524,"paid off--not much. i wonder what's to come."" his face did not show any",1,work
25525,win mr. wharton's favor.  he is the one you have,1,achievement
25526,him he had better follow the advice implicitly. you are not to give it,1,achievement
25527,addressed him. he told him that he should try to do nothing to stain,1,achievement
25528,this work he shows how the future power of will lies hidden in,1,work
25529,service after her grand success of yesterday.,0,achievement
25530,"plans he had unrolled. he returned to mark, boiling with rage.",1,achievement
25531,"her to reside in the family of mr. wightman of mauldsley, a gentleman",0,home
25532,"minds, that he and our race may increase for ever, working ",1,work
25533,"to him, which would be the forfeiture of his wages and clothes.",1,work
25534,"the amount paid to him for his reports, detailed plans, and",1,work
25535,"saint of his home and his childhood, the noble duchess of thuringia,",1,home
25536,"he said, smiling.  ""but i guess you had better enjoy yourself first!""",1,achievement
25537,he did so- twenty years are come and gone since i left my home and,1,home
25538,manifestation -- leibnitz knows him by the innate power of ,1,achievement
25539,of getting at them. his power in st. petersburg was felt in a,1,achievement
25540,"getting the better of me, `than any man alive, in your position, has a",1,achievement
25541,"succeeded in putting him at his ease. indeed, he rapidly became too",1,achievement
25542,<p>breaking the law.&nbsp; this much-enduring man had succeeded in banishing,1,achievement
25543,"fontan, who was explaining his plan for taking berlin within a week.",1,achievement
25544,"manner of stone, to the public temples; of woven work let him not",1,work
25545,the servant taking upon himself to escort her to europe by a better route,0,achievement
25546, the annual tribute which she can pay abroad.,0,work
25547,"for she is a work of art, and art has its privileges. ",0,work
25548,household scare which had followed the accident she had been white ,0,home
25549,jealousy that her rival's industry hid some purpose. by dint of,0,work
25550,"only permit him to pay you his thanks, and to inquire your name?""",1,work
25551,"him, and he had not time to put his plans into practice.",1,achievement
25552,especially the trade of an author. i had been disgusted with men of,1,work
25553,"works of wordsworth.  she was reading the ""prelude,"" partly because she",0,work
25554,"man's wages will not, suitably to his low rank and station, as a",1,work
25555,"family to do, and being told they had opposed it, he said, ""sir,",1,home
25556,"for days he leaves all the harbour work to his chief mate, the",1,work
25557,provided he was not obliged to pay more taxes to his king,1,work
25558,"and said, at the time, that mammy and he had better give each other",1,achievement
25559,"trade himself, he owned and tilled considerable land.  i",1,work
25560,"<p>wise, a man were better rise in his suit; for",1,achievement
25561,"succeeded in procuring a few transports, he despatched two of them",1,achievement
25562,"they are - and how fine the leader is!  look, that's him - isn't",1,achievement
25563,"peasant's hut, writing- he was auditing accounts. better quarters",1,achievement
25564,"work of horses, of steam, of men and boys, looked to this spot--",1,work
25565,"better part of him. it would be strange, then, if he were to choose",1,achievement
25566,in this way he pays the debts which his farming has achieved during,1,work
25567,intention should he try to direct his whole force against our faithful,1,achievement
25568,which he is required to pay directly out of his pocket is the,1,work
25569,he does me the honour to pay me a visit at my house in the country;,1,work
25570,home than he takes down his shield again and flies back to the wars.,1,home
25571,how shall men grow? but work no more alone!,1,work
25572,he may be quoted as to some other work and its perils,1,work
25573,tried to make the maintenance of peace on earth his own exclusive,1,achievement
25574,"manufacturer has, of his own accord, renounced his business to",1,work
25575,tried to tell us about a conjurer he had seen at burslem; but before he,1,achievement
25576,ways of extending trade and making money. and the poor men around him--they,1,work
25577,it would be in her power to say something of the bingleys.,0,achievement
25578,dred first of all to pay off the captain; and then he,1,work
25579,"<p>&nbsp;`well, my dear, ask your uncle what sort of company he keeps and",1,work
25580,"unfortunately, she understands but little of economy in any respect,",0,work
25581,"required to furnish a plan of the most suitable structure, he",1,achievement
25582,"like as if she'd tried ter get as nigh heaven as she could, and",0,achievement
25583,"<p>old home for the new, and where in all the world could she `find",0,home
25584,"lodgers. he expects to maintain his family by his trade, and not",1,home
25585,her work into a sooty little strip of garden with a pump in it. ,0,work
25586,"diana to me, with an embarrassment which his utmost efforts",1,achievement
25587,"him; he tried the edge of each, and then put one under his head. after",1,achievement
25588,who are now at large and working more piracies in his american,1,work
25589,disciplined themselves. every member had his work to do in the,1,work
25590,"     when the business man rebukes the idealism of his office-boy, it",1,work
25591,"she made a great effort over herself to say in a low tremulous voice,",0,achievement
25592,experiment.  if she should be successful in raising the,0,achievement
25593,"hours with him, both at washington, d. c., and in his home on the",1,home
25594,"'well, hungry or not, you had better have some tea,' rejoined her",0,achievement
25595,"the forest, and had slept all night in his company before a big",1,work
25596,"no better than a rich man who walks, and can only walk? have i indeed",1,achievement
25597,if by great economy and pinching himself somewhat of his,1,work
25598,"was won, and the terms of peace hastily drawn up, he rode home as",1,home
25599,"gazed at her in helpless stationariness, as though they had tried",0,achievement
25600,"i had in family only an ancient woman that managed the house, a",0,home
25601,"""and what may her family name be?"" asked chichikov. ""and where does",0,home
25602,his youthful mind for a domestic event that might lead to awkward,1,home
25603,"she rose, and with her two books beneath her arm returned home again,",0,home
25604,early in 1861.  he certainly was not sustained in his efforts to,1,achievement
25605,wants to pay a sociable call on our ladies.  mebbe his gang is,1,work
25606,hers. she did not need to do a stroke of household work if she preferred,0,home
25607,"from the home point of view, and before selden left college he",1,home
25608,"my poor sister as is dead for better nor two year, and then he left off",1,achievement
25609,"the company behind him (conservatives and liberals alike), and concentrated",1,work
25610,to it. the sultan paid them the money he promised,1,work
25611,dusters. it seemed to her that the work she had tried to do in that,0,work
25612,"amidst the crashing of the middle men, the small business men and",1,work
25613,"than he who works for a farmer; for after all, we who work for",1,work
25614,"'whoa, whoa, whoa!' he said to himself as he fell, and he tried",1,achievement
25615,"parrhesia: which power or ability in man of doing anything, when it",1,achievement
25616,over them and using a brush.  as he worked he washed,1,work
25617,"wicked woman, and she made her way home as fast as she could.",0,home
25618,"perhaps, be no better proof of the high esteem in which he was",1,achievement
25619,methinks he seems no better than a girl;,1,achievement
25620,"this position, but i only succeeded in making him hostile.  ""i",1,achievement
25621,were wont of yore to win the public attention. so soon as he,1,achievement
25622,"down into his coffee-cup. ""i guess we better all go, hadn't we?""",1,achievement
25623,"at vigo in 1702, belonged to the same calling.  he was working as a",1,work
25624,"mr. wentworth looked grave; he felt awkwardly, as if all the company had come",1,work
25625,"imperial procurator, so called from his salary of two hundred",1,work
25626,"and blessed, and given to mankind,--will he begin it with better",1,achievement
25627,"one evening as he reached home after such a tramp, he was",1,home
25628,"hot sally of the besieged upon our men at work in the trenches, who",1,work
25629,"to do things for him, taking on his work to give him more time",1,work
25630,character only appeared before his family and very,1,home
25631,trades of all his fellow-travellers.  i would lay a thousand ,1,work
25632,it back again whenever i could - it was in his family for five generations.,1,home
25633,analogies of the recital had not the pearl deprived her of the power,0,achievement
25634,was his remedy; give to the worker his product; pension as soldiers,1,work
25635,"by the powerful earl godwin, and he was soon made king.  this earl ",1,achievement
25636,"employs, but he will be obliged either to pay rent, or to employ an ",1,work
25637,"to aspire. but his chief ambition was, that i should succeed",1,achievement
25638,now it is a grey ruin overgrown with ivy.  but the first work he ,1,work
25639,"at any rate, she tried to call up her old graces; but early in",0,achievement
25640,"'oh yes i have, i have my faults, no man knows his faults better",1,achievement
25641,"skirmishing on both sides, his highness succeeded in obtaining at",1,achievement
25642,"present on his last birthday, worked for him by his wife on gold-colored",1,work
25643,"need a mother, his old family servants need discipline, his baronial",1,home
25644,nor did she allude again in jesting sadness to her late efforts at virtue.,0,achievement
25645,goes on to ask the bereaved family to seek her a new place.,0,home
25646,"<p>to her room after a blissful evening of family counsels, hopes,",0,home
25647,"<p>-- blazes boylan, mr power said. there he is airing his quiff.",1,achievement
25648,into the room. there lay her sick husband; there she worked all day,0,work
25649,concurrence with them as far as his authority goes; and that as it,1,achievement
25650,"no one concerned thought about, in the abnormal effort she made",0,achievement
25651,"employments be given to the proletariat and paid by the men of monopoly.""",1,work
25652,"  my uncle has on more than one occasion, tried deep-sea soundings. he",1,achievement
25653,"better sit still, men say, than rise to fall.""",1,achievement
25654,"the will of god, if she only knew what that was, and how to be worked out",0,work
25655,the young men to go out to such work as road-making for the sake of,1,work
25656,"would go and see him the first thing in the morning, and try and find out",1,achievement
25657,"<p>&nbsp;`never mind; you tell them i'll pay the bill!' and he vanished,",1,work
25658,"abroad, and he has been in failing health for some time. this business",1,work
25659,"her better i began to think it was a mercy she had any features at all,",0,achievement
25660,"he works upon, that of his own maintenance, and of his master's",1,work
25661,"his armour he has buckled on, to wage",1,work
25662,"different; he also will have increased wages to pay, and will never retain",1,work
25663,"etc., and yet he confessed that he could not have done better than this.",1,achievement
25664,man who tries to rise in the world. he would not again take a,1,achievement
25665,"family stock, by casting his boots upon the waters; in other words, ",1,home
25666,"his hat, ""it falls a little hard upon me.  my domestic happiness is ",1,home
25667,notice in constantinople. the man would starve. who would pay any attention,1,work
25668,"work but of a few moments, i observed my landlord took him ",1,work
25669,the whole resources of her powerful mind and appetite upon the toast and,0,achievement
25670,"when the work was finished, he went to the deep wood",1,work
25671,"as this, he would soon be taught better manners; and i can tell him, if he",1,achievement
25672,"with all his might; but his efforts were conscious, roger's had been the",1,achievement
25673,"what with his work and his companionship with blix, condy soon",1,work
25674,"yo'. being a woman, it's ill troubling her with a partnership; better give",0,achievement
25675,"nicholas, laying his hand upon the scrapbook, `you have better specimens",1,achievement
25676,"discomfort any more, that he was at home for some time",1,home
25677,that trade that he obtained his first command at a very early age.,1,work
25678,make good her own.  but the household waste was worse than the ,0,home
25679,"well behind his buckler, and to assail the biscayan was the work of an",1,work
25680,"of course, he will pay only three or four pence for his; which is,",1,work
25681,<p>to support the appearance of a gentleman.&nbsp; he had always a home,1,home
25682,"after their work was done). miss cathy had been sick, and that made her",0,work
25683,manner the works of his hands are arranged and conducted by him. ,1,work
25684,"a portentous business exordium, he had suddenly given up that tone, stretched",1,work
25685,he planned arriving by dinner-time the following saturday at eagle's crag;,1,achievement
25686,"man worked a longer time for a string of money than before.  then,",1,work
25687,more to his wife) a member of the royal family among the visitors,1,home
25688,"'his power of reasoning is very strong, and he has a peculiar art",1,achievement
25689,had thrown upon the melancholy history of his family had,1,home
25690,and now jem was allowed to try his hand.  he could not nearly,1,achievement
25691,"did so, he would claim my success as the result of the roots",1,achievement
25692,considering his time too valuable to be spent in labor in the,1,work
25693,"agglomeration of practical people of business habits, to let him ",1,work
25694,"man who was coming home tonight, in his boyhood.",1,home
25695,as give such authority to any assembly of men whatsoever; and,1,achievement
25696,frenchman will transact his business without my knowing the,1,work
25697,her soul was being played on in this way by the inexorable power of sound.,0,achievement
25698,"""the day after my return to lille, my brother in his turn succeeded in",1,achievement
25699,"job legh the greeting necessary for a host in his own house. job, however,",1,work
25700,"another direction, tried to anger him against them by murmured",1,achievement
25701,brings up with him the power of less castile.,1,achievement
25702,"but success had lost martin's address, and her messengers no longer",0,achievement
25703,  kutuzov alone used all his power (and such power is very limited,1,achievement
25704,prepared for posterity the original draft of his great historic achievement,1,achievement
25705,"""in the spring, he went down the yukon with the young men to trade ",1,work
25706,the alencon bankers paid him every three months one hundred and fifty,1,work
25707,flattered herself that she cultivated it with some success this,0,achievement
25708,"ever, that she was my better angel; and if i thought of her sweet",0,achievement
25709,"taken to his own castle of pontefract, and there tried and found ",1,achievement
25710,orders to intercept joseph if possible.  sturgis tried to stop him,1,achievement
25711,"his master, and saw him take out a handful of gold to pay for it,",1,work
25712,though brighter men among them make painful efforts to be candid.,1,achievement
25713,"him, was thoroughly stunned.  he tried to protest, but",1,achievement
25714,"better than they at tournaments, and was used, in his impudence, to ",1,achievement
25715,"and it's him as wants his boots, and you'd better do 'em, that's all about",1,achievement
25716,"it was very fascinating, and i and that old man set to work",1,work
25717,"by this token, that when i came to pay his account, there was",1,work
25718,she felt able to work she voluntarily worked among,0,work
25719,"palace again; and if you do not win the love of the prince, so that he",1,achievement
25720,"<p>`you had better do the same for me, tom, also,' said his sister, casting",1,achievement
25721,that she might bear children as lovely as the works of art that she,0,work
25722,equal to his science.  the object of his work is to reduce all the,1,work
25723,head--is not alone long. it is night; and she is sitting at work in the,0,work
25724,"returned to nancy, where he worked till his death.  his industry",1,work
25725,"overhanging limbs, and, working his way desperately along the",1,work
25726,sentenced to lose what remained of his ears; to pay a fine of,1,work
25727,"mrs merdle's, harped at their own family breakfast-table on his",1,home
25728,"you couldn't have given her better advice--upon my word of honor,",0,achievement
25729,"bold tried to laugh, but he couldn't.  he was quite in",1,achievement
25730,"it was an amateur-sculler, well up to his work though taking it",1,work
25731,family he had to educate and the straitness of his circumstances,1,home
25732,"or disputing some of her father's severe judgments, mr. farquhar went home",0,home
25733,"then, when he works up to emphasis, he strikes",1,work
25734,"he then tried to draw him from his moist abode, but to his",1,achievement
25735,be. her parents and all the company rejoiced and sadness and,0,work
25736,"powerful man of his time, and the leading athenian statesman, he",1,achievement
25737,the dumb girl to learn to work. and she learned to work and,0,work
25738,our trade at his finger-ends is at home everywhere; and we must,1,home
25739,"master won it until now he has only fought one battle in it, when he",1,achievement
25740, sufficient without a power and force to establish and secure him,1,achievement
25741,he was a member of an eminent group--a rounded company of five or,1,work
25742,business that for more than half a century she had followed. old,0,work
25743,in idleness.  work and occupation had become necessary for his,1,work
25744,company he had always been used to.  he knocked out his pipe,1,work
25745,"chest-protector, for several of the plans flapped beyond his",1,achievement
25746,from the intention of him that submitteth himself to his power,1,achievement
25747,"eunuch eutropius, who had obtained his domestic confidence: and",1,home
25748,would not suffer; anna would pay for her bliss as a wife by,0,work
25749,lest his work should be destroyed. so blind were his,1,work
25750,"what he had long wished to do, to give up working for burge.  he",1,work
25751,provincial and inexperienced.  she has no head for business,0,work
25752,"business by his widow, and augustin, who lived here in",1,work
25753,"of edith, and though it was slight comfort to her burdened heart, she tried",0,achievement
25754,"they post-mortem him, and try him, and they say he was insane;",1,achievement
25755,the means with which to spend large sums fittingly; and he who tries,1,achievement
25756,"then brought as low in point of trade as she can be, but, at the",0,work
25757,which appeared to be a fixture.  he had to make an effort,1,achievement
25758,<p>white men bowing low before the power of your beauty and your,1,achievement
25759,"knew was at home packing), captain cuttle again assumed his ankle-jacks",1,home
25760,"who had shown he had so complete power of protecting her, he",1,achievement
25761,"by authority of the sovereign, if he know and allow it, in such laws",1,achievement
25762,"authority was so great, that, after having sat with him three hours,",1,achievement
25763,the household appears; this is a matter of course. he may have,1,home
25764,display himself as to call out his guests - perhaps even to try to,1,achievement
25765,"beginning to tire, we lifted him in and brought him home dripping",1,home
25766,"to him the fragrance of thyme, followed by the more powerful scent",1,achievement
25767,"'i want to get work as a day labourer,' he answered.",1,work
25768,"the english family in mumbo jumbo's town, and how she and i, ",0,home
25769,food and water or buttermilk to refresh her. she had her family,0,home
25770,poke in the ribs with his sceptre (to try whether they were in,1,achievement
25771,his basutos are of the same family with the makololo to whom i refer.,1,home
25772,success that he would or could have done if it had been ordered,1,achievement
25773,"""he'll have better reason to be sad at his own,""",1,achievement
25774,"and paid me his seventh annual visit, and when for the seventh time",1,work
25775,"dusk, while he all the time should have been at work",1,work
25776,"to forego the work he liked.""",1,work
25777,"better impression."" and he stood there happily exhaling his full",1,achievement
25778,"weaver. his work is much easier."" things have much altered, as to",1,work
25779,old clothes at home - do you think he would care for any of them?,1,home
25780,"of getting the array of business documents into perfect order, he",1,work
25781,"""you could not possibly have given her better advice,"" i said.",0,achievement
25782,"work in that way,"" she went on.  ""of course it would want organisation,",0,work
25783,economy; by her perseverance and steadfastness in business,0,work
25784,"having anything better at hand at the time, he did with the point ",1,achievement
25785,"boards. he tried to pass his body through the aperture, but",1,achievement
25786,"when that lady took her leave, jos opened the business",0,work
25787,"plans for the new rooms, above all for her chamber. ",0,achievement
25788,of privation had the smallest tendency to make men either better,1,achievement
25789,      the work of the men in the lower barbarian culture is no,1,work
25790,been better because of him.  always in sublime carelessness had he,1,achievement
25791,her affection for you has been the work of years.  give,0,work
25792,"stared, shook his head, turned round, and quietly trotted home to rochester,",1,home
25793,"bligh was no better than himself.  had bligh, before he ",1,achievement
25794,"with interest, in his old age. he lives each week on the wages of",1,work
25795,"control of any business, the nearer he will approach to the",1,achievement
25796,"of the ryot to the land, so long as he paid rent according to",1,work
25797,"sciences which it is his business to teach, are seldom capable of",1,work
25798,"the governor and tutor of pagolo, which increased enormously his power",1,achievement
25799,were long.  manifestly he was an exceedingly powerful man.  he,1,achievement
25800,"manner would imply, why not try to save his life before delay and",1,achievement
25801,journey in strict company with his kin.,1,work
25802,"<p>`it is better as it is,' said nicholas, after he had lounged on, a few",1,achievement
25803,time in travel till our home was ready for us. she was remarkably,0,home
25804,she could not have done much better even if she had not been an old maid.,0,achievement
25805,would try to do her best--impressed with which conviction she (miss knag),0,achievement
25806,hunts through glade and thicket. the fawn may try to elude him by,1,achievement
25807,"experienced the weight of sovereign power, his efforts were directed",1,achievement
25808,successful candidate; but the next page opens with his funeral.],1,achievement
25809,"and against his own heart.  he is the better man of the two, and colombe",1,achievement
25810,the two robins; and that he was unable or unwilling to pay it.  the,1,work
25811,"him in order.  i'd try and grapple with him myself, only ",1,achievement
25812,"<p>`if you ever besome a rich man, or a powerful one,' returned his friend,",1,achievement
25813,"of others, so do his works of this kind deserve much praise: but",1,work
25814,power to deliver her soul from a most deadly oppression. ,0,achievement
25815,"possible; next, beginning at the slowest pace, gradually work him into",1,work
25816,"won five-and-forty pound in four rolls of the ball, he must indeed--gentlemen,",1,achievement
25817,"his work upon the universe, his two predecessors, isidore and",1,work
25818,"by examples. the works of this author, and especially his book: die sprache",1,work
25819,"miss halcombe's heart, but i hope and believe they came home to her at",0,home
25820,"who was as sorely tried by droughts as we were, and had his attention",1,achievement
25821,bleeding freely from a successful blow of his adversary.,1,achievement
25822,it would have found nourishment in desert air.  with his first accepted work,1,work
25823,"""you'd better buy mine,"" he said quickly; ""i'll",1,achievement
25824,a child. something or other had happened just before she left home that,0,home
25825,give him a better prize even than that which you have now offered; but,1,achievement
25826,"evening, and i know that she is better for it.  during her absence i",0,achievement
25827,"the edge of your domestic precipice, and if i let you give the women one",0,home
25828,"be composed. i would go out for a walk; and, meantime, she must try to",0,achievement
25829,"say, `ha! ha!'  powerful is the ayana!  he fears not the",1,achievement
25830,    in his ocean home will be,1,home
25831,"ardour, the better part of the man too often withheld from the ",1,achievement
25832,"  ""he was never better in health,"" said bennett. ""in fact, he is",1,achievement
25833,"gained from me by a clever trick, i saw him working impatiently",1,work
25834,which men may be governed. is not religion the one power that,1,achievement
25835,it is better for me not to come (except when he wants me),1,achievement
25836,but mr. fox finds that his birds succeed best when he keeps one cock,1,achievement
25837,of his home for firewood.,1,home
25838,"went to work to prove his case.  all this time, the king and anne ",1,work
25839,"business rather than extending it, he declined to enter upon this",1,work
25840,"at ten years old i was taken home to assist my father in his business,",1,home
25841,"keeping close to her, holding to her apron, ""that this child works ",0,work
25842,saying that he had better have fallen by the craft of tiberius or,1,achievement
25843,"elected a tribune, tried to help the freemen. he revived two",1,achievement
25844,bishop was give the power to deal with his people,1,achievement
25845,"of god, to rescue that knight; <187>but if his master sit better",1,achievement
25846,"another, he also maintained his family in comfort, and was, by",1,home
25847,"<p>he studied the best height for the mortar box and brick pile, and then designed a scaffold, with a table on it, upon which all of the materials are placed, so as to keep the bricks, the mortar, the man, and the wall in their proper relative positions. these scaffolds are adjusted, as the wall grows in height, for all of the bricklayers by a laborer especially detailed for this purpose, and by this means the bricklayer is saved the exertion of stooping down to the level of his feet for each brick and each trowelful of mortar and then straightening up again. think of the waste of effort that has gone on through all these years, with each bricklayer lowering his body, weighing, say, 150 pounds, down two feet and raising it up again every time a brick (weighing about 5 pounds) is laid in the wall! and this each bricklayer did about one thousand times a day. </p>",1,achievement
25848,won his victories by their bayonets.,1,achievement
25849,domestic arrangements that were not bounded by the walls of her own,0,home
25850,"house of a barber, to whose wife he did not pay the customary degree of",1,work
25851,i felt only less mean than he.  he knew me better than i knew,1,achievement
25852,factory operative has less personal interest in his work than a,1,work
25853,"[2] see plat. ""prot."" 347 d; ""a company like this of ours, and men",1,work
25854,"<p>he's longing for his little home, but it isn't home without you,",1,home
25855,it however nothing better than his longest stare of postponed consideration.,1,achievement
25856,"-- he is perfectly incapable of recalling what the plans were, or what",1,achievement
25857,"poor pinocchio! he even tried to tear his hair, but as it",1,achievement
25858,has any chance to a powerful man armed with a stout,1,achievement
25859,the mood of depression passed as the drug worked within him.  his,1,work
25860,``her brother would pay part of her board--that,0,work
25861,"man sitting still has not a power to remove himself, he is not at",1,achievement
25862,  the better angel is a man right fair:,1,achievement
25863,was quite different; the sense of every syllable he paid for was,1,work
25864,"<p>&nbsp;the first part of mrs. gardiner's business on her arrival, was",0,work
25865,he assured dede; and he accepted such work only when he had to have money.,1,work
25866,"him that he will command his children, and his household after him,",1,home
25867,"tears, and try with all her might not to shed any more.  hetty had",0,achievement
25868,"'twas dull work to see him dying as he did, and not be able to help ",1,work
25869,"afterwards he entered upon the business of the day, which was to",1,work
25870,"their faces, deaf to all insult or curse. he must have gone home early;",1,home
25871,to bring him home in triumph.,1,home
25872,that so great is the fairies' power of transformation that he saw one ,1,achievement
25873,pay tithes or obedience to his infant son; and at the age of,1,work
25874,business with you; but first you must make yourself an honest man ,1,work
25875,hours.  he had got too big a job on--too big a job....,1,work
25876,cowboys work their will with her.  but she saw stewart hanging at,0,work
25877,<p>what a system is that which leads a business man to think with delight,1,work
25878,"work this time, and neither meant to allow his fevered desires to",1,work
25879,or be a farmer or mechanic. if he feels that he can do better,1,achievement
25880,off.  he asks a large sum; more than i can get together to pay him,1,work
25881,stillness of the mountain-sides. before long he parted company,1,work
25882,"    ""but i shall try to get so far,"" said the beetle, and he walked",1,achievement
25883,"way a young man might talk in a novel, or, better still, in a play, on",1,achievement
25884,"household comfort; but then, to think of poor aunty being in her old place",0,home
25885,"gain, and the output of goods is controlled by business men with",1,work
25886,"she had forgotten it; and now it was here, facing her, and she must try",0,achievement
25887,"he tried to speak steadily, but his voice trembled a little.",1,achievement
25888,"first place, he was discovered to be a paid hunter after wealth and",1,work
25889,only govern them better than he had governed them before.'  the ,1,achievement
25890,"strange, but none commonplace; for, working as he did rather for the",1,work
25891,"revision and control of men who, for want of the same advantage, cannot",1,achievement
25892,"carrying out that principle, he has achieved a degree of success",1,achievement
25893,  when he reached home prince andrew began thinking of his life in,1,home
25894,exceed ten days.  the family of distinction with whom she is,0,home
25895,"look at his ""endymion.""  it is the earlier verses that win you:",1,achievement
25896,afore all his barons i should have been better rewarded.  and,1,achievement
25897,to win her kingdom and that tyrant kill:,0,achievement
25898,all with his father. a proud sense of family respectability was part of,1,home
25899,emissaries which he had sent to perform that work for him.  after,1,work
25900,"imprudence, carry on a greater trade than he otherwise could do.",1,work
25901,"""i can't say that,"" said mrs. sprague.  ""she took him for better",1,achievement
25902,"at last that her work would be useless, more than she could",0,work
25903,"many whom he knew to be dead, darkness came on, succeeded by the",1,achievement
25904,ourselves as even better men than our fathers; we took seven-gated,1,achievement
25905,would try to follow 'em and make 'em come home so's he could,1,home
25906,"his company forthwith, and became to him as great a stranger, as i ",1,work
25907,"success of our wild risk, but his whole bearing was eloquent",1,achievement
25908,"impression i had made, i finished by persuading him to go home and",1,home
25909,counsellor but in such business as he hath not only been much versed,1,work
25910,"better than before. in the first place, he resolved that from that day",1,achievement
25911,the right kind of character to his domestic revolt. ,1,home
25912,"drinking, panurge laid out before him and exposed the sum of the business",1,work
25913,on what subject johnson talks; but i love better to hear him talk,1,achievement
25914,"hence, and have got my certificate; his plan being that we shall then take",1,achievement
25915,"in her, and tried to persuade her to come to me for a refuge.  i am",0,achievement
25916,"in his great work on etymologies, isidore took up augustine's",1,work
25917,he never got a chance; he tried heaps of times to enlist as a,1,achievement
25918,together that no man can labor for himself alone.  each blow he,1,work
25919,on one's shoulders. each man lived his own life and paid his own price,1,work
25920,but the power of his sovereign could not absolve him from the,1,achievement
25921,"the labourer is only paid a really high price for his labour, when his",1,work
25922,"for once abstinent, and only anxious to get home and rest. but he could",1,home
25923,"the war, too, as is natural, since this power that came to him was the",1,achievement
25924,"""i thought you liked the city families pretty well,"" he",1,home
